chr	start	end	probeID	score	strand	targetENSG	targetHGNC	targetEntrez	targetBiotype	targetENSName
chr19	43011620	43011670	ILMN_2371724	37	-	ENSG00000079385	CEACAM1	634	protein_coding	CEACAM1
chr19	43015730	43015780	ILMN_1664330	37	-	ENSG00000079385	CEACAM1	634	protein_coding	CEACAM1
chr19	43084550	43084600	ILMN_1806056	37	-	ENSG00000124469	CEACAM8	1088	protein_coding	CEACAM8
chr19	43225825	43225875	ILMN_1693530	37	-	ENSG00000221826	PSG3	5671	protein_coding	PSG3
chr19	43258451	43258501	ILMN_1795106	37	-	ENSG00000124467	PSG8	440533	protein_coding	PSG8
chr19	43411229	43411279	ILMN_2309615	37	-	ENSG00000170848	PSG6	5675	protein_coding	PSG6
chr19	43420275	43420325	ILMN_1716238	37	-	ENSG00000170848	PSG6	5675	protein_coding	PSG6
chr19	43428548	43428598	ILMN_1651656	37	-	ENSG00000221878	PSG7	5676	polymorphic_pseudogene	PSG7
chr19	43514141	43514191	ILMN_1706911	37	-	ENSG00000243130	PSG11	5680	protein_coding	PSG11
chr19	43570667	43570717	ILMN_2188141	37	-	ENSG00000242221	PSG2	5670	protein_coding	PSG2
chr19	43697051	43697101	ILMN_2384745	37	-	ENSG00000243137	PSG4	5672	protein_coding	PSG4
chr19	43697234	43697284	ILMN_1693397	37	-	ENSG00000243137	PSG4	5672	protein_coding	PSG4
chr19	43772009	43772059	ILMN_1801776	37	-	ENSG00000183668	PSG9	5678	protein_coding	PSG9
chr19	43866360	43866410	ILMN_1774071	37	+	ENSG00000204936	CD177	57126	polymorphic_pseudogene	CD177
chr19	43867371	43867421	ILMN_3251610	37	+	ENSG00000204936	CD177	57126	polymorphic_pseudogene	CD177
chr19	43922552	43922602	ILMN_2211235	37	+	ENSG00000131126	TEX101	83639	protein_coding	TEX101
chr19	43965064	43965114	ILMN_1739605	37	-	ENSG00000124466	LYPD3	27076	protein_coding	LYPD3
chr19	43979446	43979496	ILMN_3307944	37	-	ENSG00000176531	PHLDB3	653583	protein_coding	PHLDB3
chr19	44010932	44010982	ILMN_1793267	37	-	ENSG00000105755	ETHE1	23474	protein_coding	ETHE1
chr19	44039980	44040030	ILMN_1771852	37	+	ENSG00000176472	ZNF575	284346	protein_coding	ZNF575
chr19	44096198	44096248	ILMN_1792955	37	-	ENSG00000167378	IRGQ	126298	protein_coding	IRGQ
chr19	44103931	44103981	ILMN_1687711	37	+	ENSG00000124444	ZNF576	79177	protein_coding	ZNF576
chr19	44111630	44111680	ILMN_1652754	37	-	ENSG00000131116	ZNF428	126299	protein_coding	ZNF428
chr19	44118570	44118620	ILMN_3309016	37	+	ENSG00000226763	SRRM5	100170229	protein_coding	SRRM5
chr19	44126646	44126696	ILMN_1812096	37	-	ENSG00000105767	CADM4	199731	protein_coding	CADM4
chr19	44150528	44150578	ILMN_1691508	37	-	ENSG00000011422	PLAUR	5329	protein_coding	PLAUR
chr19	44160646	44160696	ILMN_2408543	37	-	ENSG00000011422	PLAUR	5329	protein_coding	PLAUR
chr19	44224008	44224058	ILMN_1789446	37	+	ENSG00000124449	IRGC	56269	protein_coding	IRGC
chr19	44271069	44271119	ILMN_1709937	37	-	ENSG00000104783	KCNN4	3783	protein_coding	KCNN4
chr19	44300774	44300824	ILMN_2322597	37	-	ENSG00000159871	LYPD5	284348	protein_coding	LYPD5
chr19	44301065	44301115	ILMN_1718033	37	-	ENSG00000159871	LYPD5	284348	protein_coding	LYPD5
chr19	44352481	44352531	ILMN_1667589	37	+	ENSG00000167637	ZNF283	284349	protein_coding	ZNF283
chr19	44377074	44377124	ILMN_1682227	37	-	ENSG00000176222	ZNF404	342908	protein_coding	ZNF404
chr19	44417205	44417255	ILMN_1771884	37	-	ENSG00000124459	ZNF45	7596	protein_coding	ZNF45
chr19	44471405	44471455	ILMN_1688765	37	+	ENSG00000159905	ZNF221	7638	protein_coding	ZNF221
chr19	44488397	44488447	ILMN_1774251	37	+	ENSG00000204920	ZNF155	7711	protein_coding	ZNF155
chr19	44501876	44501926	ILMN_1727663	37	+	ENSG00000204920	ZNF155	7711	protein_coding	ZNF155
chr19	44502346	44502396	ILMN_1806779	37	+	ENSG00000204920	ZNF155	7711	protein_coding	ZNF155
chr19	44517003	44517053	ILMN_1757825	37	+	ENSG00000159882	ZNF230	7773	protein_coding	ZNF230
chr19	44536900	44536950	ILMN_1723253	37	+	ENSG00000159885	ZNF222	7673	protein_coding	ZNF222
chr19	44572048	44572098	ILMN_1815578	37	+	ENSG00000178386	ZNF223	7766	protein_coding	ZNF223
chr19	44589976	44590026	ILMN_2075714	37	+	ENSG00000186026	ZNF284	342909	protein_coding	ZNF284
chr19	44612140	44612190	ILMN_1661293	37	+	ENSG00000267680	ZNF224	7767	protein_coding	ZNF224
chr19	44636716	44636766	ILMN_1674064	37	+	ENSG00000256294	ZNF225	7768	protein_coding	ZNF225
chr19	44661730	44661780	ILMN_1740197	37	+	ENSG00000263002	ZNF234	10780	protein_coding	ZNF234
chr19	44661952	44662002	ILMN_2103397	37	+	ENSG00000263002	ZNF234	10780	protein_coding	ZNF234
chr19	44677047	44677097	ILMN_1692133	37	+	ENSG00000167380	ZNF226	7769	protein_coding	ZNF226
chr19	44677051	44677101	ILMN_2363273	37	+	ENSG00000167380	ZNF226	7769	protein_coding	ZNF226
chr19	44741039	44741089	ILMN_1721034	37	+	ENSG00000131115	ZNF227	7770	protein_coding	ZNF227
chr19	44779247	44779297	ILMN_1711357	37	+	ENSG00000159915	ZNF233	353355	protein_coding	ZNF233
chr19	44791050	44791100	ILMN_1806782	37	-	ENSG00000159917	ZNF235	9310	protein_coding	ZNF235
chr19	44930746	44930796	ILMN_1669506	37	-	ENSG00000167383	ZNF229	7772	protein_coding	ZNF229
chr19	45162197	45162247	ILMN_3250483	37	+	ENSG00000073008	PVR	5817	protein_coding	PVR
chr19	45166653	45166703	ILMN_1677305	37	+	ENSG00000073008	PVR	5817	protein_coding	PVR
chr19	45187174	45187224	ILMN_1752335	37	+	ENSG00000186567	CEACAM19	56971	protein_coding	CEACAM19
chr19	45211367	45211417	ILMN_1775167	37	+	ENSG00000213892	CEACAM16	388551	protein_coding	CEACAM16
chr19	45263103	45263153	ILMN_1710514	37	+	ENSG00000069399	BCL3	602	protein_coding	BCL3
chr19	45323323	45323373	ILMN_1705653	37	+	ENSG00000187244	BCAM	4059	protein_coding	BCAM
chr19	45324402	45324452	ILMN_1790455	37	+	ENSG00000187244	BCAM	4059	protein_coding	BCAM
chr19	45377652	45377702	ILMN_2337336	37	+	ENSG00000130202	PVRL2	5819	protein_coding	PVRL2
chr19	45381835	45381885	ILMN_1718303	37	+	ENSG00000130202	PVRL2	5819	protein_coding	PVRL2
chr19	45391558	45391608	ILMN_2255382	37	+	ENSG00000130202	PVRL2	5819	protein_coding	PVRL2
chr19	45406814	45406864	ILMN_1683475	37	+	ENSG00000130204	TOMM40	10452	protein_coding	TOMM40
chr19	45412375	45412425	ILMN_1740938	37	+	ENSG00000130203	APOE	348	protein_coding	APOE
chr19	45448471	45448521	ILMN_1765605	37	+	ENSG00000267467	APOC4	346	protein_coding	APOC4
chr19	45452491	45452541	ILMN_1802923	37	+	ENSG00000234906	APOC2	344	protein_coding	APOC2
chr19	45496329	45496379	ILMN_1665831	37	+	ENSG00000104853	CLPTM1	1209	protein_coding	CLPTM1
chr19	45541111	45541161	ILMN_1811258	37	+	ENSG00000104856	RELB	5971	protein_coding	RELB
chr19	45574779	45574829	ILMN_1693242	37	-	ENSG00000170684	ZNF296	162979	protein_coding	ZNF296
chr19	45594202	45594252	ILMN_2327181	37	+	ENSG00000142252	GEMIN7	79760	protein_coding	GEMIN7
chr19	45594595	45594645	ILMN_1673384	37	+	ENSG00000142252	GEMIN7	79760	protein_coding	GEMIN7
chr19	45654966	45655016	ILMN_1656933	37	-	ENSG00000179846	NKPD1	284353	protein_coding	NKPD1
chr19	45655532	45655582	ILMN_2110338	37	-	ENSG00000179846	NKPD1	284353	protein_coding	NKPD1
chr19	45666263	45666313	ILMN_1775703	37	-	ENSG00000007255	TRAPPC6A	79090	protein_coding	TRAPPC6A
chr19	45682875	45682925	ILMN_1681242	37	+	ENSG00000189114	BLOC1S3	388552	protein_coding	BLOC1S3
chr19	45716199	45716249	ILMN_1670038	37	-	ENSG00000130201	EXOC3L2	90332	protein_coding	EXOC3L2
chr19	45808264	45808314	ILMN_1651604	37	+	ENSG00000007047	MARK4	57787	protein_coding	MARK4
chr19	45809835	45809885	ILMN_1757521	37	-	ENSG00000104879	CKM	1158	protein_coding	CKM
chr19	45849967	45850017	ILMN_1805027	37	+	ENSG00000104892	KLC3	147700	protein_coding	KLC3
chr19	45850128	45850178	ILMN_1803507	37	+	ENSG00000104892	KLC3	147700	protein_coding	KLC3
chr19	45854219	45854269	ILMN_1702738	37	+	ENSG00000104892	KLC3	147700	protein_coding	KLC3
chr19	45883137	45883187	ILMN_1669390	37	-	ENSG00000104881	PPP1R13L	10848	protein_coding	PPP1R13L
chr19	45912932	45912982	ILMN_2277676	37	-	ENSG00000012061	ERCC1	2067	protein_coding	ERCC1
chr19	45913874	45913924	ILMN_1747870	37	+	ENSG00000117877	CD3EAP	10849	protein_coding	CD3EAP
chr19	45926642	45926692	ILMN_1652369	37	-	ENSG00000012061	ERCC1	2067	protein_coding	ERCC1
chr19	45927071	45927121	ILMN_1797172	37	-	ENSG00000012061	ERCC1	2067	protein_coding	ERCC1
chr19	45978376	45978426	ILMN_1751607	37	+	ENSG00000125740	FOSB	2354	protein_coding	FOSB
chr19	45988801	45988851	ILMN_1749115	37	-	ENSG00000125744	RTN2	6253	protein_coding	RTN2
chr19	45996530	45996580	ILMN_1685357	37	-	ENSG00000125744	RTN2	6253	protein_coding	RTN2
chr19	46029885	46029935	ILMN_1743646	37	+	ENSG00000125753	VASP	7408	protein_coding	VASP
chr19	46031141	46031191	ILMN_1734762	37	-	ENSG00000125741	OPA3	80207	protein_coding	OPA3
chr19	46055826	46055876	ILMN_2284591	37	-	ENSG00000125741	OPA3	80207	protein_coding	OPA3
chr19	46056288	46056338	ILMN_1652819	37	-	ENSG00000125741	OPA3	80207	protein_coding	OPA3
chr19	46087906	46087956	ILMN_1662432	37	-	ENSG00000125741	OPA3	80207	protein_coding	OPA3
chr19	46142279	46142329	ILMN_3308158	37	-	ENSG00000199066	MIR330	442902	miRNA	MIR330
chr19	46185494	46185544	ILMN_2082005	37	+	ENSG00000010310	GIPR	2696	protein_coding	GIPR
chr19	46190749	46190799	ILMN_2369785	37	-	ENSG00000125743	SNRPD2	6633	protein_coding	SNRPD2
chr19	46192500	46192550	ILMN_1771060	37	-	ENSG00000125743	SNRPD2	6633	protein_coding	SNRPD2
chr19	46206267	46206317	ILMN_1794468	37	+	ENSG00000011478	QPCTL	54814	protein_coding	QPCTL
chr19	46214081	46214131	ILMN_1747119	37	-	ENSG00000177051	FBXO46	23403	protein_coding	FBXO46
chr19	46214502	46214552	ILMN_2350266	37	-	ENSG00000177051	FBXO46	23403	protein_coding	FBXO46
chr19	46268147	46268197	ILMN_1793672	37	-	ENSG00000177045	SIX5	147912	protein_coding	SIX5
chr19	46273077	46273127	ILMN_1689828	37	-	ENSG00000104936	DMPK	1760	protein_coding	DMPK
chr19	46283294	46283344	ILMN_2285603	37	-	ENSG00000104936	DMPK	1760	protein_coding	DMPK
chr19	46286366	46286416	ILMN_1714352	37	-	ENSG00000185800	DMWD	1762	protein_coding	DMWD
chr19	46318863	46318913	ILMN_1802089	37	-	ENSG00000125755	SYMPK	8189	protein_coding	SYMPK
chr19	46376892	46376942	ILMN_1792733	37	+	ENSG00000170608	FOXA3	3171	protein_coding	FOXA3
chr19	46387143	46387193	ILMN_1751171	37	-	ENSG00000170604	IRF2BP1	26145	protein_coding	IRF2BP1
chr19	46393360	46393410	ILMN_1704793	37	-	ENSG00000176182	MYPOP	339344	protein_coding	MYPOP
chr19	46416807	46416857	ILMN_1694414	37	-	ENSG00000188425	NANOS2	339345	protein_coding	NANOS2
chr19	46443334	46443384	ILMN_1788388	37	-	ENSG00000104967	NOVA2	4858	protein_coding	NOVA2
chr19	46511498	46511548	ILMN_2210298	37	+	ENSG00000104983	CCDC61	729440	protein_coding	CCDC61
chr19	46522198	46522248	ILMN_3309604	37	+	ENSG00000211580	MIR769	768217	miRNA	MIR769
chr19	46522515	46522565	ILMN_1704870	37	-	ENSG00000008438	PGLYRP1	8993	protein_coding	PGLYRP1
chr19	46734329	46734379	ILMN_1743950	37	+	ENSG00000188293	IGFL1	374918	protein_coding	IGFL1
chr19	46800305	46800355	ILMN_2287061	37	+	ENSG00000124440	HIF3A	64344	protein_coding	HIF3A
chr19	46806891	46806941	ILMN_2265623	37	+	ENSG00000124440	HIF3A	64344	protein_coding	HIF3A
chr19	46834606	46834656	ILMN_1792799	37	+	ENSG00000124440	HIF3A	64344	protein_coding	HIF3A
chr19	46843378	46843428	ILMN_1687481	37	+	ENSG00000124440	HIF3A	64344	protein_coding	HIF3A
chr19	46846438	46846488	ILMN_1663015	37	+	ENSG00000124440	HIF3A	64344	protein_coding	HIF3A
chr19	46893732	46893782	ILMN_1745332	37	+	ENSG00000011485	PPP5C	5536	protein_coding	PPP5C
chr19	46914448	46914498	ILMN_1760314	37	-	ENSG00000169515	CCDC8	83987	protein_coding	CCDC8
chr19	46970109	46970159	ILMN_3299393	37	-	ENSG00000182013	PNMAL1	55228	protein_coding	PNMAL1
chr19	46994593	46994643	ILMN_3245239	37	-	ENSG00000204851	PNMAL2	57469	protein_coding	PNMAL2
chr19	47113879	47113929	ILMN_1666385	37	+	ENSG00000160014	CALM3	808	protein_coding	CALM3
chr19	47124022	47124072	ILMN_1747023	37	-	ENSG00000160013	PTGIR	5739	protein_coding	PTGIR
chr19	47137392	47137442	ILMN_1693269	37	-	ENSG00000167414	GNG8	94235	protein_coding	GNG8
chr19	47150895	47150945	ILMN_1733851	37	-	ENSG00000197380	DACT3	147906	protein_coding	DACT3
chr19	47177914	47177964	ILMN_1753805	37	-	ENSG00000105287	PRKD2	25865	protein_coding	PRKD2
chr19	47222936	47222986	ILMN_1696190	37	-	ENSG00000090372	STRN4	29888	protein_coding	STRN4
chr19	47223205	47223255	ILMN_2394102	37	-	ENSG00000090372	STRN4	29888	protein_coding	STRN4
chr19	47260987	47261037	ILMN_2368617	37	+	ENSG00000181027	FKRP	79147	protein_coding	FKRP
chr19	47261441	47261491	ILMN_1753597	37	+	ENSG00000181027	FKRP	79147	protein_coding	FKRP
chr19	47278237	47278287	ILMN_1707720	37	-	ENSG00000105281	SLC1A5	6510	protein_coding	SLC1A5
chr19	47341425	47341475	ILMN_1809957	37	-	ENSG00000042753	AP2S1	1175	protein_coding	AP2S1
chr19	47342735	47342785	ILMN_1662426	37	-	ENSG00000042753	AP2S1	1175	protein_coding	AP2S1
chr19	47548950	47549000	ILMN_1747067	37	+	ENSG00000130751	NPAS1	4861	protein_coding	NPAS1
chr19	47549879	47549929	ILMN_1704024	37	-	ENSG00000130748	TMEM160	54958	protein_coding	TMEM160
chr19	47567729	47567779	ILMN_2087575	37	-	ENSG00000130749	ZC3H4	23211	protein_coding	ZC3H4
chr19	47713297	47713347	ILMN_1657204	37	+	ENSG00000142230	SAE1	10055	protein_coding	SAE1
chr19	47774833	47774883	ILMN_1719190	37	+	ENSG00000105321	CCDC9	26093	protein_coding	CCDC9
chr19	47824989	47825039	ILMN_1689836	37	+	ENSG00000197405	C5AR1	728	protein_coding	C5AR1
chr19	47880181	47880231	ILMN_1690519	37	+	ENSG00000134815	DHX34	9704	protein_coding	DHX34
chr19	47885760	47885810	ILMN_1747506	37	+	ENSG00000134815	DHX34	9704	protein_coding	DHX34
chr19	47906702	47906752	ILMN_2301677	37	-	ENSG00000105419	MEIS3	56917	protein_coding	MEIS3
chr19	47932034	47932084	ILMN_1698846	37	-	ENSG00000118160	SLC8A2	6543	protein_coding	SLC8A2
chr19	47978552	47978602	ILMN_2143671	37	-	ENSG00000118162	KPTN	11133	protein_coding	KPTN
chr19	47991214	47991264	ILMN_1713285	37	-	ENSG00000105402	NAPA	8775	protein_coding	NAPA
chr19	48024056	48024106	ILMN_1663490	37	-	ENSG00000118156	ZNF541	84215	protein_coding	ZNF541
chr19	48206346	48206396	ILMN_1782829	37	+	ENSG00000063169	GLTSCR1	29998	protein_coding	GLTSCR1
chr19	48246231	48246281	ILMN_1808777	37	+	ENSG00000024422	EHD2	30846	protein_coding	EHD2
chr19	48259950	48260000	ILMN_1703565	37	+	ENSG00000105373	GLTSCR2	29997	protein_coding	GLTSCR2
chr19	48287769	48287819	ILMN_2045994	37	+	ENSG00000178980	SEPW1	6415	protein_coding	SEPW1
chr19	48304793	48304843	ILMN_1736536	37	-	ENSG00000178928	TPRX1	284355	protein_coding	TPRX1
chr19	48322769	48322819	ILMN_1844203	37	+	ENSG00000105392	NA		protein_coding	CRX
chr19	48346403	48346453	ILMN_1719123	37	+	ENSG00000105392	CRX	1406	protein_coding	CRX
chr19	48374056	48374106	ILMN_1692983	37	-	ENSG00000105398	SULT2A1	6822	protein_coding	SULT2A1
chr19	48480042	48480092	ILMN_3242325	37	-	ENSG00000188334	BSPH1	100131137	protein_coding	BSPH1
chr19	48528212	48528262	ILMN_1683067	37	+	ENSG00000169393	ELSPBP1	64100	protein_coding	ELSPBP1
chr19	48533350	48533400	ILMN_1676973	37	-	ENSG00000105507	CABP5	56344	protein_coding	CABP5
chr19	48551220	48551270	ILMN_1810191	37	-	ENSG00000105499	PLA2G4C	8605	protein_coding	PLA2G4C
chr19	48619143	48619193	ILMN_1706779	37	-	ENSG00000105486	LIG1	3978	protein_coding	LIG1
chr19	48711607	48711657	ILMN_2192281	37	-	ENSG00000105483	CARD8	22900	protein_coding	CARD8
chr19	48790202	48790252	ILMN_1746831	37	+	ENSG00000178150	ZNF114	163071	protein_coding	ZNF114
chr19	48790443	48790493	ILMN_2164290	37	+	ENSG00000178150	ZNF114	163071	protein_coding	ZNF114
chr19	48799929	48799979	ILMN_1658376	37	-	ENSG00000105479	CCDC114	93233	protein_coding	CCDC114
chr19	48832615	48832665	ILMN_1765446	37	+	ENSG00000142227	EMP3	2014	protein_coding	EMP3
chr19	48835785	48835835	ILMN_1732187	37	-	ENSG00000161558	TMEM143	55260	protein_coding	TMEM143
chr19	48879523	48879573	ILMN_1726924	37	+	ENSG00000105467	SYNGR4	23546	protein_coding	SYNGR4
chr19	48885936	48885986	ILMN_2130411	37	-	ENSG00000105438	KDELR1	10945	protein_coding	KDELR1
chr19	48947335	48947385	ILMN_1740655	37	+	ENSG00000105464	GRIN2D	2906	protein_coding	GRIN2D
chr19	48956967	48957017	ILMN_1742166	37	+	ENSG00000105447	GRWD1	83743	protein_coding	GRWD1
chr19	48959037	48959087	ILMN_1669446	37	+	ENSG00000182324	KCNJ14	3770	protein_coding	KCNJ14
chr19	48964874	48964924	ILMN_1706207	37	+	ENSG00000182324	KCNJ14	3770	protein_coding	KCNJ14
chr19	48969265	48969315	ILMN_1717327	37	+	ENSG00000182324	KCNJ14	3770	protein_coding	KCNJ14
chr19	48985378	48985428	ILMN_3188106	37	+	ENSG00000105443	CYTH2	9266	protein_coding	CYTH2
chr19	48988558	48988608	ILMN_1668194	37	-	ENSG00000142235	LMTK3	114783	protein_coding	LMTK3
chr19	49055526	49055576	ILMN_1763520	37	+	ENSG00000088002	SULT2B1	6820	protein_coding	SULT2B1
chr19	49079132	49079182	ILMN_1705674	37	+	ENSG00000088002	SULT2B1	6820	protein_coding	SULT2B1
chr19	49100094	49100144	ILMN_1727589	37	+	ENSG00000088002	SULT2B1	6820	protein_coding	SULT2B1
chr19	49104228	49104278	ILMN_1658301	37	-	ENSG00000105523	FAM83E	54854	protein_coding	FAM83E
chr19	49110640	49110690	ILMN_1806749	37	+	ENSG00000177202	SPACA4	171169	protein_coding	SPACA4
chr19	49133566	49133616	ILMN_1729281	37	+	ENSG00000063176	SPHK2	56848	protein_coding	SPHK2
chr19	49164805	49164855	ILMN_1767343	37	-	ENSG00000142233	NTN5	126147	protein_coding	NTN5
chr19	49164896	49164946	ILMN_3248035	37	-	ENSG00000142233	NTN5	126147	protein_coding	NTN5
chr19	49208761	49208811	ILMN_1794659	37	+	ENSG00000176920	FUT2	2524	protein_coding	FUT2
chr19	49223961	49224011	ILMN_1755657	37	-	ENSG00000105538	RASIP1	54922	protein_coding	RASIP1
chr19	49244623	49244673	ILMN_1664165	37	-	ENSG00000182264	IZUMO1	284359	protein_coding	IZUMO1
chr19	49251529	49251579	ILMN_1712894	37	-	ENSG00000174951	FUT1	2523	protein_coding	FUT1
chr19	49261239	49261289	ILMN_2056569	37	+	ENSG00000105550	FGF21	26291	protein_coding	FGF21
chr19	49298600	49298650	ILMN_1695110	37	-	ENSG00000105552	BCAT2	587	protein_coding	BCAT2
chr19	49316513	49316563	ILMN_1809483	37	-	ENSG00000087076	HSD17B14	51171	protein_coding	HSD17B14
chr19	49379201	49379251	ILMN_1659936	37	+	ENSG00000087074	PPP1R15A	23645	protein_coding	PPP1R15A
chr19	49385354	49385404	ILMN_2091221	37	-	ENSG00000104804	TULP2	7288	protein_coding	TULP2
chr19	49426453	49426503	ILMN_1722634	37	+	ENSG00000104805	NUCB1	4924	protein_coding	NUCB1
chr19	49448151	49448201	ILMN_1689200	37	+	ENSG00000104808	DHDH	27294	protein_coding	DHDH
chr19	49463497	49463547	ILMN_2258383	37	+	ENSG00000087088	BAX	581	protein_coding	BAX
chr19	49464094	49464144	ILMN_2321064	37	+	ENSG00000087088	BAX	581	protein_coding	BAX
chr19	49464446	49464496	ILMN_1683300	37	+	ENSG00000087088	BAX	581	protein_coding	BAX
chr19	49471678	49471728	ILMN_1711289	37	-	ENSG00000104812	GYS1	2997	protein_coding	GYS1
chr19	49519415	49519465	ILMN_1765187	37	-	ENSG00000104826	LHB	3972	protein_coding	LHB
chr19	49538834	49538884	ILMN_2044645	37	-	ENSG00000267631	CGB1	114335	protein_coding	CGB1
chr19	49547109	49547159	ILMN_1691647	37	+	ENSG00000189052	CGB5	93659	protein_coding	CGB5
chr19	49558197	49558247	ILMN_2083578	37	-	ENSG00000196337	CGB7	94027	protein_coding	CGB7
chr19	49558780	49558830	ILMN_1739855	37	-	ENSG00000196337	CGB7	94027	protein_coding	CGB7
chr19	49564801	49564851	ILMN_3237085	37	-	ENSG00000225950	NTF4	4909	protein_coding	NTF4
chr19	49570829	49570879	ILMN_1715088	37	-	ENSG00000104848	KCNA7	3743	protein_coding	KCNA7
chr19	49611405	49611455	ILMN_2380839	37	+	ENSG00000104852	SNRNP70	6625	protein_coding	SNRNP70
chr19	49611628	49611678	ILMN_3248113	37	+	ENSG00000104852	SNRNP70	6625	protein_coding	SNRNP70
chr19	49611777	49611827	ILMN_1732053	37	+	ENSG00000104852	SNRNP70	6625	protein_coding	SNRNP70
chr19	49621819	49621869	ILMN_1721628	37	-	ENSG00000221916	C19orf73	55150	protein_coding	C19orf73
chr19	49653669	49653719	ILMN_1800262	37	+	ENSG00000177380	PPFIA3	8541	protein_coding	PPFIA3
chr19	49655263	49655313	ILMN_1738773	37	-	ENSG00000130528	HRC	3270	protein_coding	HRC
chr19	49715012	49715062	ILMN_1679401	37	+	ENSG00000130529	TRPM4	54795	protein_coding	TRPM4
chr19	49793057	49793107	ILMN_1723287	37	-	ENSG00000063127	SLC6A16	28968	protein_coding	SLC6A16
chr19	49842062	49842112	ILMN_1786176	37	+	ENSG00000104894	CD37	951	protein_coding	CD37
chr19	49842109	49842159	ILMN_2375825	37	+	ENSG00000104894	CD37	951	protein_coding	CD37
chr19	49843967	49844017	ILMN_1682781	37	-	ENSG00000074219	TEAD2	8463	protein_coding	TEAD2
chr19	49878240	49878290	ILMN_1721132	37	+	ENSG00000104901	DKKL1	27120	protein_coding	DKKL1
chr19	49921025	49921075	ILMN_3244162	37	+	ENSG00000161609	CCDC155	147872	protein_coding	CCDC155
chr19	49925680	49925730	ILMN_1673553	37	-	ENSG00000142538	PTH2	113091	protein_coding	PTH2
chr19	49932832	49932882	ILMN_1770629	37	-	ENSG00000104888	SLC17A7	57030	protein_coding	SLC17A7
chr19	49950303	49950353	ILMN_1675131	37	-	ENSG00000104872	PIH1D1	55011	protein_coding	PIH1D1
chr19	49989327	49989377	ILMN_2091412	37	+	ENSG00000090554	FLT3LG	2323	protein_coding	FLT3LG
chr19	49993224	49993274	ILMN_1743217	37	+	ENSG00000201675	SNORD32A	26819	snoRNA	SNORD32A
chr19	49993904	49993954	ILMN_1682354	37	+	ENSG00000199631	SNORD33	26818	snoRNA	SNORD33
chr19	49994173	49994223	ILMN_2165762	37	+	ENSG00000202503	SNORD34	26817	snoRNA	SNORD34
chr19	49994438	49994488	ILMN_1667609	37	+	ENSG00000200259	SNORD35A	26816	snoRNA	SNORD35A
chr19	49995166	49995216	ILMN_1713369	37	+	ENSG00000142541	RPL13A	23521	protein_coding	RPL13A
chr19	50029354	50029404	ILMN_1705302	37	+	ENSG00000104870	FCGRT	2217	protein_coding	FCGRT
chr19	50046781	50046831	ILMN_1809850	37	+	ENSG00000142552	RCN3	57333	protein_coding	RCN3
chr19	50059634	50059684	ILMN_1759436	37	-	ENSG00000142546	NOSIP	51070	protein_coding	NOSIP
chr19	50094141	50094191	ILMN_2064150	37	+	ENSG00000126460	PRRG2	5639	protein_coding	PRRG2
chr19	50129468	50129518	ILMN_1782241	37	+	ENSG00000126464	PRR12	57479	protein_coding	PRR12
chr19	50138660	50138710	ILMN_1780825	37	-	ENSG00000126458	RRAS	6237	protein_coding	RRAS
chr19	50161677	50161727	ILMN_1694194	37	+	ENSG00000126461	SCAF1	58506	protein_coding	SCAF1
chr19	50162998	50163048	ILMN_1765649	37	-	ENSG00000126456	IRF3	3661	protein_coding	IRF3
chr19	50170364	50170414	ILMN_1731193	37	+	ENSG00000126453	BCL2L12	83596	protein_coding	BCL2L12
chr19	50176952	50177002	ILMN_2396982	37	+	ENSG00000126453	BCL2L12	83596	protein_coding	BCL2L12
chr19	50183454	50183504	ILMN_1659744	37	+	ENSG00000126457	PRMT1	3276	protein_coding	PRMT1
chr19	50188218	50188268	ILMN_2347234	37	+	ENSG00000126457	PRMT1	3276	protein_coding	PRMT1
chr19	50216826	50216876	ILMN_1773855	37	+	ENSG00000169169	CPT1C	126129	protein_coding	CPT1C
chr19	50305792	50305842	ILMN_1673108	37	+	ENSG00000196961	AP2A1	160	protein_coding	AP2A1
chr19	50310093	50310143	ILMN_1815306	37	+	ENSG00000196961	AP2A1	160	protein_coding	AP2A1
chr19	50310404	50310454	ILMN_1748836	37	-	ENSG00000010361	FUZ	80199	protein_coding	FUZ
chr19	50342664	50342714	ILMN_1830842	37	-	ENSG00000268006	NA		antisense	PTOV1-AS1
chr19	50363898	50363948	ILMN_1700109	37	+	ENSG00000104960	PTOV1	53635	protein_coding	PTOV1
chr19	50364543	50364593	ILMN_1694111	37	-	ENSG00000039650	PNKP	11284	protein_coding	PNKP
chr19	50372529	50372579	ILMN_1726906	37	-	ENSG00000204673	AKT1S1	84335	protein_coding	AKT1S1
chr19	50391488	50391538	ILMN_1756542	37	+	ENSG00000104946	TBC1D17	79735	protein_coding	TBC1D17
chr19	50393203	50393253	ILMN_1659960	37	-	ENSG00000104951	IL4I1	259307	protein_coding	IL4I1
chr19	50404941	50404991	ILMN_1797631	37	-	ENSG00000104951	IL4I1	259307	protein_coding	IL4I1
chr19	50410243	50410293	ILMN_1738681	37	-	ENSG00000213024	NUP62	23636	protein_coding	NUP62
chr19	50410680	50410730	ILMN_2323491	37	-	ENSG00000213024	NUP62	23636	protein_coding	NUP62
chr19	50437083	50437133	ILMN_1669113	37	+	ENSG00000169136	ATF5	22809	protein_coding	ATF5
